M-1,t11701,T3449,r0,o0
M-1,t11801,T3457,r0,o0
M-1,t11901,T3368,r0,o0
M-1,t12001,T3336,r0,o0
M-1,t12101,T3465,r0,o0
M-1,t12201,T3441,r0,o0
M-1,t12301,T3489,r0,o0
M-1,t12401,T3352,r0,o0
M-1,t12501,T3376,r0,o0
M-1,t12601,T3449,r0,o0
M-1,t12701,T3376,r0,o0
M-1,t12801,T3513,r0,o0
M-1,t12901,T3432,r0,o0
M-1,t13001,T3457,r0,o0
M-1,t13101,T3408,r0,o0
M-1,t13201,T3497,r0,o0
M-1,t13301,T3400,r0,o0
M-1,t13401,T3449,r0,o0
M-1,t13501,T3416,r0,o0
M-1,t13601,T3441,r0,o0
M-1,t13701,T3441,r0,o0
M-1,t13801,T3400,r0,o0
M-1,t13901,T3441,r0,o0
M-1,t14001,T3449,r0,o0
M-1,t14101,T3449,r0,o0
M-1,t14201,T3497,r0,o0
M-1,t14301,T3432,r0,o0
M-1,t14401,T3400,r0,o0
M-1,t14501,T3416,r0,o0
M-1,t14601,T3376,r0,o0
M-1,t14701,T3441,r0,o0
M-1,t14801,T3449,r0,o0
M-1,t14901,T3457,r0,o0
M-1,t15001,T3553,r0,o0
M-1,t15101,T3457,r0,o0
M-1,t15201,T3481,r0,o0
M-1,t15301,T3473,r0,o0
M-1,t15401,T3400,r0,o0
M-1,t15501,T3457,r0,o0
M-1,t15601,T3368,r0,o0
M-1,t15701,T3376,r0,o0
M-1,t15801,T3424,r0,o0
M-1,t15901,T3489,r0,o0
M-1,t16001,T3481,r0,o0
M-1,t16101,T3449,r0,o0
M-1,t16201,T3441,r0,o0
M-1,t16301,T3416,r0,o0
M-1,t16401,T3489,r0,o0
M-1,t16501,T3416,r0,o0
M-1,t16601,T3481,r0,o0
M-1,t16701,T3416,r0,o0
M-1,t16801,T3449,r0,o0
M-1,t16901,T3449,r0,o0
M-1,t17001,T3432,r0,o0
M-1,t17101,T3392,r0,o0
M-1,t17201,T3465,r0,o0
M-1,t17301,T3553,r0,o0
M-1,t17401,T3489,r0,o0
M-1,t17501,T3473,r0,o0
M-1,t17601,T3449,r0,o0
M-1,t17701,T3376,r0,o0
M-1,t17801,T3449,r0,o0
M-1,t17901,T3465,r0,o0
M-1,t18001,T3424,r0,o0
M-1,t18101,T3473,r0,o0
M-1,t18201,T3416,r0,o0
M-1,t18301,T3489,r0,o0
M-1,t18401,T3432,r0,o0
M-1,t18501,T3432,r2009,o0
M-1,t18601,T3432,r2116,o0
M-1,t18701,T3416,r2224,o0
M-1,t18801,T3368,r2409,o0
M-1,t18901,T3432,r2377,o0
M-1,t19001,T3449,r2314,o0
M-1,t19101,T3408,r2543,o0
M-1,t19201,T3432,r2775,o0
M-1,t19301,T3416,r2929,o0
M-1,t19401,T3360,r3081,o0
M-1,t19501,T3465,r3083,o0
M-1,t19601,T3408,r3198,o0
M-1,t19701,T3376,r3144,o0
M-1,t19801,T3473,r3259,o0
M-1,t19901,T3441,r3256,o0
M-1,t20001,T3449,r3156,o0
M-1,t20101,T3432,r3229,o0
M-1,t20201,T3465,r3178,o0
M-1,t20301,T3432,r3251,o0
M-1,t20401,T3408,r3276,o0
M-1,t20501,T3449,r3344,o0
M-1,t20602,T3449,r3562,o0
M-1,t20702,T3441,r3542,o0
M-1,t20801,T3416,r3544,o0
M-1,t20902,T3408,r3471,o0
M-1,t21002,T3400,r3627,o0
M-1,t21102,T3424,r3664,o0
M-1,t21202,T3449,r3710,o0
M-1,t21302,T3424,r3715,o0
M-1,t21402,T3473,r3681,o0
M-1,t21502,T3432,r3774,o0
M-1,t21602,T3408,r3806,o0
M-1,t21702,T3465,r3757,o0
M-1,t21802,T3489,r3754,o0
M-1,t21902,T3449,r3735,o0
M-1,t22002,T3424,r3774,o0
M-1,t22102,T3457,r3786,o0
M-1,t22202,T3408,r3815,o0
M-1,t22302,T3432,r3784,o0
M-1,t22402,T3416,r3867,o0
M-1,t22502,T3481,r3796,o0
M-1,t22602,T3441,r3833,o0
M-1,t22702,T3408,r3859,o0
M-1,t22802,T3432,r3857,o0
M-1,t22902,T3481,r3840,o0
M-1,t23002,T3441,r3891,o0
M-1,t23102,T3424,r3923,o0
M-1,t23202,T3441,r3984,o0
M-1,t23302,T3392,r4133,o0
M-1,t23402,T3441,r4096,o0
M-1,t23502,T3441,r4169,o0
M-1,t23602,T3473,r4096,o0
M-1,t23702,T3513,r4145,o0
M-1,t23802,T3457,r4106,o0
M-1,t23902,T3473,r4135,o0
M-1,t24002,T3473,r4135,o0
M-1,t24102,T3408,r4101,o0
M-1,t24202,T3432,r4140,o0
M-1,t24302,T3473,r4121,o0
M-1,t24402,T3352,r4140,o0
M-1,t24502,T3465,r4140,o0
M-1,t24602,T3441,r4140,o0
M-1,t24702,T3416,r4135,o0
M-1,t24802,T3706,r4140,o0
M-1,t24902,T3473,r4140,o0
M-1,t25002,T3449,r4140,o0
M-1,t25102,T3400,r4143,o0
M-1,t25202,T3457,r4140,o0
M-1,t25302,T3489,r4143,o0
M-1,t25402,T3432,r4140,o0
M-1,t25502,T3400,r4140,o0
M-1,t25602,T3497,r4140,o0
M-1,t25702,T3465,r4140,o0
M-1,t25802,T3449,r4140,o0
M-1,t25902,T3416,r4143,o0
M-1,t26002,T3489,r4140,o0
M-1,t26102,T3376,r4140,o0
M-1,t26202,T3368,r4140,o0
M-1,t26302,T3481,r4140,o0
M-1,t26402,T3400,r4140,o0
M-1,t26502,T3489,r4143,o0
M-1,t26602,T3505,r4145,o0
M-1,t26702,T3513,r4155,o0
M-1,t26802,T3376,r4125,o0
M-1,t26902,T3320,r4150,o0
M-1,t27002,T3449,r4125,o0
M-1,t27102,T3481,r4143,o0
M-1,t27202,T3416,r4125,o0
M-1,t27302,T3465,r4143,o0
M-1,t27402,T3441,r4123,o0
M-1,t27502,T3457,r4025,o0
M-1,t27602,T3424,r3952,o0
M-1,t27702,T3449,r3913,o0
M-1,t27802,T3400,r3803,o0
M-1,t27902,T3497,r3698,o0
M-1,t28002,T3400,r3691,o0
M-1,t28102,T3465,r3691,o0
M-1,t28202,T3400,r3713,o0
M-1,t28302,T3449,r3789,o0
M-1,t28402,T3441,r3823,o0
M-1,t28502,T3449,r3811,o0
M-1,t28602,T3473,r3833,o0
M-1,t28702,T3400,r3859,o0
M-1,t28802,T3416,r3874,o0
M-1,t28902,T3400,r3879,o0
M-1,t29002,T3432,r3879,o0
M-1,t29102,T3400,r3894,o0
M-1,t29202,T3481,r3923,o0
M-1,t29302,T3432,r3940,o0
M-1,t29402,T3408,r3972,o0
M-1,t29502,T3441,r3974,o0
M-1,t29602,T3408,r3989,o0
M-1,t29702,T3408,r3986,o0
M-1,t29802,T3473,r3962,o0
M-1,t29902,T3457,r3967,o0
M-1,t30002,T3432,r3964,o0
M-1,t30102,T3441,r3972,o0
M-1,t30202,T3441,r4003,o0
M-1,t30302,T3449,r3999,o0
M-1,t30402,T3465,r3999,o0
M-1,t30502,T3449,r3969,o0
M-1,t30602,T3424,r3962,o0
M-1,t30702,T3432,r3984,o0
M-1,t30802,T3432,r3991,o0
M-1,t30902,T3416,r3972,o0
M-1,t31002,T3432,r3984,o0
M-1,t31102,T3400,r3984,o0
M-1,t31202,T3457,r3989,o0
M-1,t31302,T3400,r4001,o0
M-1,t31402,T3432,r3984,o0
M-1,t31502,T3408,r3994,o0
M-1,t31602,T3408,r3991,o0
M-1,t31702,T3400,r3986,o0
M-1,t31802,T3432,r3989,o0
M-1,t31902,T3489,r3989,o0
M-1,t32002,T3497,r3989,o0
M-1,t32102,T3441,r3989,o0
M-1,t32202,T3400,r3986,o0
M-1,t32302,T3376,r3986,o0
M-1,t32402,T3465,r3989,o0
M-1,t32502,T3384,r3989,o0
M-1,t32602,T3449,r3989,o0
M-1,t32702,T3416,r3991,o0
M-1,t32802,T3352,r3989,o0
M0,t32902,T3481,r3989,o100
M0,t33002,T3416,r3986,o100
M0,t33102,T3400,r3989,o100
M0,t33202,T3441,r3989,o100
M0,t33302,T3360,r3989,o100
M0,t33402,T3368,r3991,o100
M0,t33502,T3432,r3989,o100
M0,t33602,T3441,r3991,o100
M0,t33702,T3465,r3991,o100
M0,t33802,T3432,r3991,o100
M0,t33902,T3432,r3989,o100
M0,t34002,T3400,r3989,o100
M0,t34102,T3441,r3989,o100
M0,t34202,T3457,r3991,o100
M0,t34302,T3465,r3989,o100
M0,t34402,T3473,r3991,o100
M0,t34502,T3497,r3989,o100
M0,t34602,T3368,r3989,o100
M0,t34702,T3441,r3989,o100
M0,t34802,T3441,r3989,o100
M0,t34902,T3473,r3991,o100
M0,t35002,T3432,r3991,o100
M0,t35102,T3368,r3991,o100
M0,t35202,T3473,r3989,o100
M0,t35302,T3497,r3989,o100
M0,t35402,T3441,r3989,o100
M0,t35502,T3449,r3989,o100
M0,t35602,T3473,r3989,o100
M0,t35702,T3416,r3989,o100
M0,t35802,T3384,r3991,o100
M0,t35902,T3441,r3989,o100
M0,t36002,T3432,r3989,o100
M0,t36102,T3449,r3991,o100
M0,t36202,T3384,r3989,o100
M0,t36302,T3424,r3989,o100
M0,t36402,T3376,r3989,o100
M0,t36502,T3441,r3989,o100
