M3,t64904,T3135,r6149,o100
M3,t65004,T3120,r6147,o100
M3,t65104,T3143,r6147,o100
M3,t65204,T3114,r6147,o100
M3,t65304,T3145,r6149,o100
M3,t65404,T3134,r6149,o100
M3,t65504,T3149,r6149,o100
M3,t65604,T3169,r6142,o100
M3,t65704,T3172,r6147,o100
M3,t65804,T3154,r6149,o100
M3,t65904,T3157,r6147,o100
M3,t66004,T3143,r6149,o100
M3,t66104,T3162,r6147,o100
M3,t66204,T3131,r6149,o100
M3,t66304,T3147,r6147,o100
M3,t66404,T3120,r6149,o100
M3,t66504,T3153,r6147,o100
M3,t66604,T3147,r6147,o100
M3,t66704,T3149,r6149,o100
M3,t66804,T3126,r6149,o100
M3,t66904,T3121,r6147,o100
M3,t67004,T3134,r6147,o100
M3,t67104,T3100,r6147,o100
M3,t67204,T3116,r6149,o100
M3,t67304,T3122,r6149,o100
M3,t67404,T3139,r6147,o100
M3,t67504,T3160,r6147,o100
M3,t67604,T3154,r6147,o100
M3,t67704,T3152,r6147,o100
M3,t67804,T3161,r6149,o100
M3,t67904,T3188,r6149,o100
M3,t68004,T3185,r6147,o100
M3,t68104,T3159,r6149,o100
M3,t68204,T3135,r6147,o100
M3,t68304,T3207,r6149,o100
M3,t68404,T3173,r6149,o100
M3,t68504,T3193,r6149,o100
M3,t68604,T3177,r6147,o100
M3,t68704,T3166,r6142,o100
M3,t68804,T3132,r6147,o100
M3,t68904,T3129,r6147,o100
M3,t69004,T3127,r6154,o100
M3,t69104,T3156,r6147,o100
M3,t69204,T3167,r6149,o100
M3,t69304,T3147,r6147,o100
M3,t69404,T3144,r6147,o100
M3,t69504,T3143,r6147,o100
M3,t69604,T3128,r6147,o100
M3,t69704,T3175,r6147,o100
M3,t69804,T3180,r6149,o100
M3,t69904,T3186,r6147,o100
M3,t70004,T3223,r6147,o100
M3,t70104,T3204,r6152,o100
M3,t70204,T3157,r6147,o100
M3,t70304,T3182,r6147,o100
M3,t70404,T3163,r6149,o100
M3,t70504,T3151,r6147,o100
M3,t70604,T3160,r6147,o100
M3,t70704,T3159,r6147,o100
M3,t70804,T3130,r6147,o100
M3,t70904,T3157,r6147,o100
M3,t71004,T3167,r6147,o100
M3,t71104,T3157,r6147,o100
M3,t71204,T3172,r6147,o100
M3,t71304,T3217,r6147,o100
M3,t71404,T3211,r6147,o100
M3,t71504,T3184,r6149,o100
M3,t71604,T3198,r6147,o100
M3,t71704,T3213,r6149,o100
M3,t71804,T3219,r6147,o100
M3,t71904,T3246,r6147,o100
M3,t72004,T3343,r6147,o100
M3,t72104,T3266,r6142,o100
M3,t72204,T3293,r6147,o100
M3,t72304,T3241,r6149,o100
M3,t72404,T3245,r6147,o100
M3,t72504,T3251,r6147,o100
M3,t72604,T3239,r6142,o100
M3,t72704,T3268,r6147,o100
M3,t72804,T3270,r6147,o100
M3,t72904,T3280,r6147,o100
M3,t73004,T3285,r6147,o100
M3,t73104,T3296,r6145,o100
M3,t73204,T3296,r6149,o100
