M-1,t45903,T2999,r3989,o0
M-1,t46003,T2993,r3989,o0
M-1,t46103,T3005,r3989,o0
M-1,t46203,T3039,r3986,o0
M-1,t46303,T3019,r3989,o0
M-1,t46403,T3016,r3984,o0
M-1,t46503,T3043,r3984,o0
M-1,t46603,T3059,r3984,o0
M-1,t46703,T3051,r3984,o0
M-1,t46803,T3019,r3989,o0
M-1,t46903,T3030,r3989,o0
M-1,t47003,T3001,r3989,o0
M-1,t47103,T2994,r3984,o0
M-1,t47203,T3001,r3989,o0
M-1,t47303,T3028,r3986,o0
M-1,t47403,T3029,r3984,o0
M-1,t47503,T3029,r3989,o0
M-1,t47603,T3034,r3989,o0
M-1,t47703,T3041,r3984,o0
M-1,t47803,T3015,r3989,o0
M-1,t47903,T3038,r3989,o0
M-1,t48003,T3043,r3989,o0
M-1,t48103,T3054,r3989,o0
M-1,t48203,T3039,r3984,o0
M-1,t48303,T3014,r3989,o0
M-1,t48403,T3004,r3989,o0
M-1,t48503,T3015,r3989,o0
M-1,t48603,T3033,r3984,o0
M-1,t48703,T2992,r3984,o0
M-1,t48803,T3024,r3986,o0
M-1,t48903,T3018,r3989,o0
M-1,t49003,T3020,r3989,o0
M-1,t49103,T3021,r3984,o0
M-1,t49203,T3012,r3986,o0
M-1,t49303,T3018,r3989,o0
M-1,t49403,T3020,r3989,o0
M-1,t49503,T3006,r3986,o0
M-1,t49603,T3006,r3991,o0
M-1,t49703,T3001,r3984,o0
M-1,t49803,T3023,r3986,o0
M-1,t49903,T3022,r3984,o0
M-1,t50003,T3017,r3989,o0
M-1,t50103,T3010,r3984,o0
M-1,t50203,T3012,r3989,o0
M-1,t50303,T3027,r3994,o0
M-1,t50403,T3004,r3991,o0
M-1,t50503,T3015,r3994,o0
M-1,t50603,T3024,r3969,o0
M-1,t50703,T3017,r3989,o0
M-1,t50803,T3015,r3986,o0
M-1,t50903,T3048,r4003,o0
M-1,t51003,T3051,r3991,o0
M-1,t51103,T3053,r3977,o0
M-1,t51203,T3029,r3986,o0
M-1,t51303,T2996,r3994,o0
M-1,t51403,T3026,r3984,o0
M-1,t51503,T2989,r3999,o0
M-1,t51603,T3013,r3999,o0
M-1,t51703,T2984,r4008,o0
M-1,t51803,T2987,r3979,o0
M-1,t51903,T2998,r3974,o0
M-1,t52003,T3022,r3991,o0
M-1,t52103,T3060,r3984,o0
M-1,t52203,T3056,r3972,o0
M-1,t52303,T3040,r4001,o0
